variante,tipo_real,prompt_mode,bbox_expansion,pacientes,n_eval_estricto,n_segmentadas_total,dice_estricto_promedio,iou_estricto_promedio,dice_flexible_promedio,iou_flexible_promedio,tiempo_por_vertebra_s
medsam_decoder_encoder_parcial,escoliosis,box_only,sin_pad,27,359,449,0.4540059995512778,0.38300483186413997,0.7134672732493813,0.5973120841505165,0.019628763588853376
medsam_decoder_encoder_parcial,normal,box_only,sin_pad,11,181,182,0.7684052564667222,0.6821585181347345,0.8257635608499101,0.7337083506866641,0.021441879712747417
