variante,tipo_real,prompt_mode,bbox_expansion,pacientes,n_eval_estricto,n_segmentadas_total,dice_estricto_promedio,iou_estricto_promedio,dice_flexible_promedio,iou_flexible_promedio,tiempo_por_vertebra_s
medsam_decoder_encoder_parcial,escoliosis,box_only,sin_pad,27,365,459,0.14284004428076627,0.11688893188352194,0.7385201632130576,0.6242120536618555,0.02049559629765747
medsam_decoder_encoder_parcial,normal,box_only,sin_pad,11,182,187,0.4932559108581197,0.4427731522688536,0.8422536375367112,0.7569211023985545,0.023279482353090207
